,Tweets,id,len,date,source,likes,retweets
103,@LuvrEagle Same here. 😂,1242932154788540419,23,2020-03-25 21:51:32,Twitter for iPhone,150,3
104,A perfect example of what to do when approached by wildlife! 🤣 Thanks Deion for putting the #YellowstonePledge into… https://t.co/VOfc8IaFTB,1242912596488933376,140,2020-03-25 20:33:49,Twitter for iPhone,13710,2559
105,@DeionNBCMT Thanks for putting the #YellowstonePledge into action! https://t.co/A3h75AACeV,1242910879034695680,90,2020-03-25 20:27:00,Twitter for iPhone,6190,197
106,@jasoninthehouse @realDonaldTrump @DonaldJTrumpJr “The National Park Service listened to the concerns from our loca… https://t.co/PGypnjiKtX,1242565290480689152,140,2020-03-24 21:33:45,Twitter for iPhone,130,7
107,@BobBrigham We’re still here. We are committed to continued close coordination with our state and local partners as… https://t.co/kp50yDUMQ7,1242555578754297856,140,2020-03-24 20:55:10,Twitter for iPhone,16,1
108,"@CatCas2016 @GrandTetonNPS “The National Park Service listened to the concerns from our local partners and, based o… https://t.co/tDbDwQhkKC",1242554094599847936,140,2020-03-24 20:49:16,Twitter Web App,5,0
109,"@Karls40976472 @GrandTetonNPS “The National Park Service listened to the concerns from our local partners and, base… https://t.co/vmWTvOUdEA",1242553925376540674,140,2020-03-24 20:48:36,Twitter Web App,9,0
110,"@CastleRobinson2 @GrandTetonNPS “The National Park Service listened to the concerns from our local partners and, ba… https://t.co/tToUJkvmPX",1242553802680496128,140,2020-03-24 20:48:06,Twitter Web App,3,0
111,"@flyers1gal @GrandTetonNPS “The National Park Service listened to the concerns from our local partners and, based o… https://t.co/GMyrL6F5SE",1242553679950925825,140,2020-03-24 20:47:37,Twitter Web App,9,1
112,@Blueladycat13 @GrandTetonNPS To prevent the further spread of COVID-19 in the surrounding counties. The health and… https://t.co/gAECof8RoL,1242552861814173696,140,2020-03-24 20:44:22,Twitter Web App,2,0
113,@WyrdChyk @Voice4yourPets @GrandTetonNPS “The National Park Service listened to the concerns from our local partner… https://t.co/ljnuExXx8K,1242552062262444032,140,2020-03-24 20:41:11,Twitter Web App,6,3
114,"@LisaCarole1 @GrandTetonNPS “The National Park Service listened to the concerns from our local partners and, based… https://t.co/lRnP7T5yBZ",1242551673848918016,139,2020-03-24 20:39:39,Twitter Web App,1,0
115,"@JoeHinkey @GrandTetonNPS ""The @NatlParkService listened to the concerns from our local partners and, based on curr… https://t.co/DnZIkJI2MZ",1242551558828486656,140,2020-03-24 20:39:11,Twitter Web App,1,0
116,@BorregoBernie @GrandTetonNPS We did that last week. We announced additional these modifications at the request of… https://t.co/9PvccEJDQP,1242550700963295233,139,2020-03-24 20:35:47,Twitter Web App,17,0
117,@JacksomJonathan @GrandTetonNPS It's possible. https://t.co/sd8Y1lPK9o,1242549036369862656,70,2020-03-24 20:29:10,Twitter Web App,14,1
118,"News Release: Effective immediately, @YellowstoneNPS and @GrandTetonNPS are closed to all park visitors until furth… https://t.co/4AbXQWk8n7",1242509837902077952,140,2020-03-24 17:53:24,Twitter Media Studio,992,326
119,"Yellowstone is announcing modifications to operations to implement the latest guidance from the White House, Center… https://t.co/mVeiExy0pP",1240308205890048000,140,2020-03-18 16:04:54,Twitter Web App,582,132
120,Traveling to Yellowstone over spring break? Leave your flip flops and sunhat at home and be sure to pack your winte… https://t.co/tv55eLNuxe,1238514190995689474,140,2020-03-13 17:16:08,Twitter Web App,271,51
121,"News Release: Nancy Finley, a 30-year veteran of the National Park Service and U.S. Fish and Wildlife Service, has… https://t.co/pMR5k3L0e3",1237856214337204226,139,2020-03-11 21:41:34,Twitter Web App,247,35
122,Visiting the park this summer? Check out our road construction page to make the most of your trip!… https://t.co/rmhxGjtfrv,1237732508390658051,123,2020-03-11 13:30:00,Twitter Media Studio,94,27
123,"@basaltine1 There’s snow in certain areas of the park still, geyser basins melt out quickly.",1237194781807140865,92,2020-03-10 01:53:16,Twitter for iPhone,6,0
124,@vt_marta Snow doesn’t hold well generally in geyser basins.,1237194525262483456,60,2020-03-10 01:52:15,Twitter for iPhone,30,1
125,"News Release: The first confirmed grizzly bear sighting of 2020 in Yellowstone National Park occurred on Saturday,… https://t.co/1CtKDdl1GS",1237155070635958272,139,2020-03-09 23:15:28,Twitter Media Studio,1430,346
126,We bring you one of Yellowstone’s small but mighty predators: The marten! This member of the weasel family is as sa… https://t.co/3Ngsgme8Pm,1236699953008967681,140,2020-03-08 17:07:00,Twitter Web App,598,104
127,"RT @FBISaltLakeCity: The #FBI, @RexburgPolice are asking any visitors to @YellowstoneNPS on 9/8/19 submit multimedia that may show missing…",1235660286759063552,139,2020-03-05 20:15:44,Twitter for iPhone,0,401
128,Thanks to our friends at @USGSVolcanoes for this month's update! https://t.co/j51cfYerbo,1235279504358006784,88,2020-03-04 19:02:38,Twitter Web App,44,6
129,@USGSVolcanoes Thanks for the update!,1235279374858858496,37,2020-03-04 19:02:08,Twitter Web App,1,0
130,"@Rome_Fell We want to send Yellowstone bison to other conservation areas. Right now, it’s against Montana state law… https://t.co/4NICcXdRx5",1234887984836513792,140,2020-03-03 17:06:53,Twitter for iPhone,4,0
131,"@ELeibbrand In 1995, MT sued the Park Service because bison were migrating out of the park on to state lands. A cou… https://t.co/mZrOMwaHBb",1234628607433031681,140,2020-03-02 23:56:12,Twitter for iPhone,2,0
132,"@CuriousPotter We want to send Yellowstone bison to other conservation areas. Right now, it’s against Montana state… https://t.co/emyOcdVao3",1234628182394822656,140,2020-03-02 23:54:31,Twitter for iPhone,6,5
133,"@jenn_xer Get to know the people and agencies for whom this issue is important: state legislators, congressional re… https://t.co/oXuqf9qtTh",1234627924277395456,140,2020-03-02 23:53:30,Twitter for iPhone,8,0
134,"@sdpaynerph Right now, it’s against Montana state law to move wild bison exposed to brucellosis anywhere except to… https://t.co/Hw3VUQ6vaZ",1234627646526377984,139,2020-03-02 23:52:23,Twitter for iPhone,1,0
135,@37374nks Zero. Verified transmissions have all been from elk.,1234627496462569472,62,2020-03-02 23:51:48,Twitter for iPhone,22,0
136,"On March 1, bison operations began at the Stephens Creek administrative area in Yellowstone. Bison capture and ship… https://t.co/OsV3k21l9t",1234550764204220418,140,2020-03-02 18:46:53,Twitter Media Studio,381,104
137,@steamtownnhs 🎂🎂🎂,1234199357676646401,17,2020-03-01 19:30:31,Twitter for iPhone,11,0
138,@Interior Thanks!,1234141525891678208,17,2020-03-01 15:40:43,Twitter for iPhone,17,5
139,"Happy 148th birthday to Yellowstone National Park!

On March 1, 1872, President Ulysses S. Grant signed the Yellows… https://t.co/2GztJYI2iD",1234138828404736002,140,2020-03-01 15:30:00,Twitter Web App,3291,736
140,"Red foxes are not often seen because they are nocturnal, usually forage alone, and travel along edges of meadows an… https://t.co/8Dbj3f8jmJ",1233849923512217601,140,2020-02-29 20:22:00,Twitter Web App,934,129
141,The sun sets on another beautiful day in @yellowstonenps. Where’s your favorite sunset spot in the park?… https://t.co/Hl2quCVR51,1233573067592355840,129,2020-02-29 02:01:52,Twitter for iPhone,667,103
142,@canwejustJAW @Interior The Lake trout is the invasive species of concern. As we have been suppressing their number… https://t.co/cgMoYq0uUl,1233531175223754752,140,2020-02-28 23:15:24,Twitter for iPhone,18,1
143,"@Interior It’s it just us, or does that robotic submarine look like it’s smiling for the camera?",1233488858786025472,96,2020-02-28 20:27:15,Twitter for iPhone,35,0
144,NOTE: This photo shows NPS biologists working with sedated wolves during the collaring process. To learn more about… https://t.co/SJvcN2tWfg,1233130294791684096,140,2020-02-27 20:42:27,Twitter Web App,58,13
145,Yellowstone wildlife biologists will broadcast on Facebook Live each Tuesday at 11 a.m. MST in March to commemorate… https://t.co/NO02QqztCK,1233118782853267456,140,2020-02-27 19:56:42,Twitter Web App,291,66
146,"Roads in Yellowstone National Park will begin to close to oversnow travel on March 1.

Details and schedule at:… https://t.co/fBzMu8BiUv",1232829944029306880,136,2020-02-27 00:48:58,Twitter Media Studio,308,75
147,@HektikNiemand All the videos will be viewable on our FB page for replay.,1232509456983851009,73,2020-02-26 03:35:28,Twitter for iPhone,15,0
148,"To commemorate #25YearsOfWolves in Yellowstone, we’re broadcasting on Facebook live each Tuesday in March to share… https://t.co/1vrxo5woEK",1232319343259717632,139,2020-02-25 15:00:01,Twitter Media Studio,1269,308
149,"Yellowstone pop quiz time! 

What is the name of this duck species? 

A: Hufflepuff 
B: Bufflehead 
C: Common Loon https://t.co/00Z789ZdzE",1231609662287405058,138,2020-02-23 16:00:00,Twitter Web App,497,53
150,"Fresh icing with a cherry on top. #SaturdayMorning #FindYourPark

Visit us online at: https://t.co/Q5YghAMu7s https://t.co/rENfW6tt4O",1231256626495029248,133,2020-02-22 16:37:10,Twitter Web App,798,133
151,Ansel Adams was a landscape photographer and environmentalist hired by the @Interior to photograph national parks a… https://t.co/LfUfLQKKeK,1230578033532137473,140,2020-02-20 19:40:40,Twitter Web App,982,232
152,"NEWS RELEASE: Yellowstone National Park has initiated a major, multimillion-dollar housing improvement effort that… https://t.co/n3ox94ilrN",1230207274083209216,139,2020-02-19 19:07:24,Twitter Web App,240,19
153,"@tylerviles We can only speak to the data we have collected over the course of 25 years in Yellowstone, and it does… https://t.co/d7rjgaN9om",1230166830263623681,140,2020-02-19 16:26:42,Twitter Web App,39,3
154,@mojosusan @BroncoGirl7777 @CarissaRaye68 Agreed!!,1229933021320507392,50,2020-02-19 00:57:37,Twitter Web App,8,1
155,@BroncoGirl7777 @CarissaRaye68 In 1902 poachers had reduced Yellowstone's bison herd to about 23 bison. In June 201… https://t.co/KVkFRysTxv,1229928703699742720,140,2020-02-19 00:40:28,Twitter Web App,87,4
156,@CarissaRaye68 Elk populations have returned to historic levels of 6000-8000. The estimated Greater Yellowstone Eco… https://t.co/csrnB2Sz2d,1229843037972336640,140,2020-02-18 19:00:04,Twitter Web App,196,7
157,"To commemorate #25YearsOfWolves in Yellowstone, we’ll be broadcasting on Facebook live each Tuesday in March to sha… https://t.co/OZscLQ4ZDN",1229826640038879234,140,2020-02-18 17:54:54,Twitter Web App,1599,352
158,"How would you describe your favorite hydrothermal feature in Yellowstone? 

Make sure you stay on boardwalks and tr… https://t.co/IJZrgazHio",1229088048891203585,140,2020-02-16 17:00:00,Twitter Web App,428,57
159,A popular ski near the Old Faithful area is along the Spring Creek Trail. Do you have a favorite ski trail in… https://t.co/iJzFYb7w3N,1228825073194156032,134,2020-02-15 23:35:02,Twitter for iPhone,160,18
160,NEWS RELEASE: The National Park Service seeks public comment on a proposal to replace the Yellowstone River Bridge… https://t.co/zNqLP52WbQ,1228424439764848640,139,2020-02-14 21:03:04,Twitter Web App,65,20
161,This #ValentinesDay we wanted to share the love with our park partners! Thanks for all the support! Who out there c… https://t.co/QKvkj7hRX9,1228357072141422594,140,2020-02-14 16:35:22,Twitter Web App,106,12
162,"Always pack extra food, water, and layers when visiting in winter. On days with winter storms, it doesn't hurt to b… https://t.co/m4hGxl7tRu",1227613251325722625,140,2020-02-12 15:19:41,Twitter Web App,169,23
163,"Yellowstone is one of the best places in the world to observe free-ranging wolves. On the morning of January 25, 20… https://t.co/SUXHfdhZpp",1227251148681170945,140,2020-02-11 15:20:49,Twitter Media Studio,1185,256
164,@boismum https://t.co/mgCdV8Fxzn,1226240390749028352,32,2020-02-08 20:24:26,Twitter for iPhone,2,0
165,Fresh snow in the park this week! Who’s planning to get out and break trail? Check out our website before you visit… https://t.co/5YUGzDR507,1226191975042277376,140,2020-02-08 17:12:03,Twitter for iPhone,372,58
166,Check out our summer road construction schedule before you come to the park next season. A major project you need t… https://t.co/15b0bSvBvO,1225841656286461954,140,2020-02-07 18:00:00,Twitter Web App,157,39
167,#CongratsChristina and welcome home! 🌎 Thanks for keeping an eye on us! You’ve really set the bar high on how to ta… https://t.co/LDT0htSf4w,1225635504655233027,140,2020-02-07 04:20:50,Twitter for iPhone,1116,111
168,"How would you like to work, learn, play, and serve in the world’s first national park? Yellowstone is currently rec… https://t.co/QTkbFZ5a9s",1225481789130493952,140,2020-02-06 18:10:01,Twitter Web App,215,66
169,Some Yellowstone visitors measure the success of their day in the park by the number of canines they see. Having a… https://t.co/9INSVbWGFD,1225454021084758017,139,2020-02-06 16:19:41,Twitter Web App,916,83
170,Thanks to our friends @USGSVolcanoes for the update! https://t.co/9dYGLTUXKD,1224764699117408256,76,2020-02-04 18:40:33,Twitter for iPhone,37,7
171,"To commemorate #25YearsOfWolves in Yellowstone, we’ll broadcast on Facebook live each Tuesday in March. On March 10… https://t.co/oomhAiHWC9",1224716743790252032,140,2020-02-04 15:30:00,Twitter Media Studio,323,88
172,RT @ynpforever: Become a citizen scientist! @yellowstonenps biologists need your help. Park staff are now recruiting citizen science volunt…,1224408021377241089,140,2020-02-03 19:03:15,Twitter Web App,0,41
173,"The sun has set countless times on Specimen Ridge, where there is the largest concentration of petrified trees in t… https://t.co/CtiqV60UQD",1224369455813156864,140,2020-02-03 16:30:00,Twitter Web App,1051,156
174,@acorncarver @ynpforever The 1st shot is hilarious!,1224000551861420037,51,2020-02-02 16:04:07,Twitter Web App,8,0
175,"Happy #GroundhogDay! Our resident ""groundhog"" in the park is the yellow-bellied marmot (Marmota flaviventris). You… https://t.co/d5PW7icn1d",1223999841153368065,139,2020-02-02 16:01:17,Twitter Web App,728,135
176,"The Yellowstone river is the longest undammed river in the lower 48, flowing 671 miles to where it joins the Missou… https://t.co/gksrW8DbfG",1223640903614468101,140,2020-02-01 16:15:00,Twitter Web App,1176,211
177,"(5/5) In 1973, the Endangered Species Act was passed. According to the law, The @USFWS is required to restore endan… https://t.co/DMVlEMmqb0",1223269134353330176,140,2020-01-31 15:37:43,Twitter Web App,46,8
178,"(4/5) Without predators, the elk population rose from roughly 4,000 to as high as 19,000 in the early to mid-1990s.… https://t.co/4f27tHzCQb",1223269132134535168,140,2020-01-31 15:37:42,Twitter Web App,47,6
179,"(3/5) To keep the elk population from climbing too high due to a lack of predators, the @NatlParkService culled the… https://t.co/WkuX3NRkBe",1223269124282843136,140,2020-01-31 15:37:41,Twitter Web App,22,4
180,(2/5) Westward expansion brought settlers and livestock into contact with native predator and prey species. Much of… https://t.co/39ljSCKlsa,1223269114782732289,140,2020-01-31 15:37:38,Twitter Web App,21,4
181,"(1/5) To commemorate #25YearsOfWolves in Yellowstone, we’ll be broadcasting live on Facebook each Tuesday in March… https://t.co/y9McMLQjPK",1223269106926772224,139,2020-01-31 15:37:36,Twitter Web App,206,43
182,@NaggingNurse Tested negative.,1222720761053343744,30,2020-01-30 03:18:41,Twitter for iPhone,14,0
183,"On Tuesday, January 28, park dispatch received a call that a coyote bit a woman in the Canyon Village area. The ind… https://t.co/P0rvDjxo8V",1222568866410160128,140,2020-01-29 17:15:06,Twitter Web App,131,21
184,"Do you know who loves staying toasty warm even more than you in January?

We'll give you a clue. Their name means “… https://t.co/Yb9Q8YCohg",1221825195259789314,140,2020-01-27 16:00:01,Twitter Web App,497,77
185,"Can you name this year-round resident of Yellowstone?

This bird has long legs, and bobs its whole body up and down… https://t.co/bXItHUL0RD",1221611303157952512,140,2020-01-27 01:50:05,Twitter for iPhone,533,89
186,"RT @Interior: We cherish the winter moments among the trees and fresh snow @YellowstoneNPS. 

Pic by Stacy Howell (https://t.co/7u0uZGuWtK)…",1220925786368012289,140,2020-01-25 04:26:05,Twitter for iPhone,0,234
187,RT @ynpforever: It’s a cold and quiet day today at Mammoth Hot Springs in @YellowstoneNPS. - at Canary Spring https://t.co/u1oPuxJW68,1220517959451340800,133,2020-01-24 01:25:32,Twitter for iPhone,0,124
188,"“Bulls usually shed their antlers in late November or December, although young bulls may retain their antlers as la… https://t.co/KImL9xGEiN",1220013252052164610,140,2020-01-22 16:00:00,Twitter Web App,671,117
189,"To commemorate #25YearsOfWolves in Yellowstone, we’ll broadcast live on Facebook (https://t.co/jvlSJjmUVI) each Tue… https://t.co/sgP9JROoD2",1219731086676131840,140,2020-01-21 21:18:47,Twitter Web App,240,55
190,"During your visit to Yellowstone, have you looked up to see a bald eagle along a river or lake? You can often view… https://t.co/Brr0koD1Pl",1218186213619691521,139,2020-01-17 15:00:00,Twitter Media Studio,804,116
191,"In 2019, visitation to Yellowstone National Park was at the lowest level it has been since 2014. The park recorded… https://t.co/NIS9VgLXL6",1217542020991815680,139,2020-01-15 20:20:13,Twitter Web App,210,50
192,"Who is Norris Geyser Basin named after?  We’ll give you a hint: it’s not Chuck.

Philetus W. Norris was the second… https://t.co/KinUKvM12C",1217481142846160897,139,2020-01-15 16:18:18,Twitter Web App,299,41
193,"@kejames They rest on the surface. In areas where travertine is actively depositing, those wood blocks can be overt… https://t.co/YA7bD4ssA9",1216890955925573632,140,2020-01-14 01:13:07,Twitter for iPhone,3,0
194,"@reinergirl01 Turn around and go back the way you came. Not a silly question, it happens more often than you think!",1216890418454941696,115,2020-01-14 01:10:59,Twitter for iPhone,24,0
195,"@37374nks Not the boardwalks, but some of the trails in the area, yes. Thanks to our friends @ynpforever and their partnerships.",1216890211814105088,128,2020-01-14 01:10:09,Twitter for iPhone,2,0
196,@kejames FLIR camera give temperature read outs. But we don’t pour concrete. Boardwalks are built upon wood blocks.… https://t.co/j5UbHzqjtn,1216889883312054272,140,2020-01-14 01:08:51,Twitter for iPhone,6,0
197,"In thermal areas, boardwalks take you to amazing places, protect the park, and keep you safe. Have you ever wondere… https://t.co/QuAdxzVdLj",1216820756803284993,140,2020-01-13 20:34:10,Twitter Media Studio,394,107
198,"Twenty-five years ago today, trucks carrying wolves arrived at the North Entrance and marked the beginning of that… https://t.co/iceNCT8dFa",1216374271909302280,139,2020-01-12 15:00:00,Twitter Media Studio,3290,709
199,"Not much is known about bobcats in Yellowstone. They are rarely seen, but sightings are usually in rocky areas or a… https://t.co/0JyyVf85WI",1216037633744236545,140,2020-01-11 16:42:19,Twitter for iPhone,830,143
0,Tuesday 6/23: parking on the Zion Canyon Scenic Drive filled at 6:23am. The scenic drive is closed until parking becomes available.,1275433649257631744,131,2020-06-23 14:20:53,Twitter for iPhone,17,3
1,Monday 6/22: parking on the Zion Canyon Scenic Drive is full at 6:15am. The scenic drive is closed until parking becomes available.,1275040929724772352,131,2020-06-22 12:20:21,Twitter for iPhone,23,3
2,June 21: Parking on the Zion Canyon Scenic Drive is full and the scenic drive is closed until parking becomes available.,1274692365307875328,120,2020-06-21 13:15:17,Twitter for iPhone,36,5
3,"@Axem_Zach No, but bear in mind that many of the destinations from the East Rim trailhead near the east entrance of… https://t.co/xWrDPFqch0",1273974687731572736,140,2020-06-19 13:43:29,Twitter Web App,0,0
4,"Friday 6/19 at 6:06 AM - 
Parking is full on the Zion Canyon Scenic Drive. The Scenic Drive is closed until space b… https://t.co/0xnaYD6gJD",1273974186931654657,140,2020-06-19 13:41:30,Twitter Web App,17,2
5,"Thursday 6/18 at 6:08 AM - 
Parking is full on the Zion Canyon Scenic Drive. The Scenic Drive is closed until space… https://t.co/usxEk4hWKP",1273625298697768960,140,2020-06-18 14:35:08,Twitter for iPhone,6,3
6,"Wednesday 6/17 at 6:20 AM - 
Parking is full on the Zion Canyon Scenic Drive. The Scenic Drive is closed until spac… https://t.co/OrrVjrCgnW",1273230392250691587,140,2020-06-17 12:25:55,Twitter for iPhone,6,0
7,@haley_schmidt08 Parking is available for visitors with reservations to stay the night at the Lodge. All other park… https://t.co/EWlarcPUUq,1272920222467362817,140,2020-06-16 15:53:25,Twitter Web App,0,0
8,"Tuesday 6/16 at 6:10 AM - 
Parking is full on the Zion Canyon Scenic Drive. The Scenic Drive is closed until space… https://t.co/KQVPsGnOQJ",1272905986261614595,139,2020-06-16 14:56:51,Twitter for iPhone,30,4
9,@agsmom0408 The Scenic Drive opens at 6am but there is a long line of people waiting at that time. Earlier the better.,1272716134886764544,118,2020-06-16 02:22:27,Twitter for iPhone,1,0
10,"@charlieguti23 It is unlikely, but updates will be posted on the park website.",1272715934352814080,78,2020-06-16 02:21:39,Twitter for iPhone,0,0
11,@JLGarcia627 It is unlikely that you would find parking at the trailhead for the Narrows. We would recommend planni… https://t.co/lBY8zCmBdJ,1272715802265829377,140,2020-06-16 02:21:07,Twitter for iPhone,0,0
12,"Changes to park operations will be updated on our website. Download the new Limited Operations Info Sheet, availabl… https://t.co/lqyMjAjg3r",1272606125632811008,140,2020-06-15 19:05:18,Twitter Web App,14,4
13,@MsNobles88 The Scenic Drive will open momentarily when there is available parking (like 30-40 spots). It is more c… https://t.co/ySdHUkEB3x,1272602413795405824,140,2020-06-15 18:50:33,Twitter Web App,0,0
14,@claire_zhu1 Try sending an email to zion_park_information@nps.gov,1272602228528779264,66,2020-06-15 18:49:49,Twitter Web App,0,0
15,@Zoebowetweets The Watchman Campground is not on the Scenic Drive. You should be able to access your campsite anytime.,1272602011091865601,118,2020-06-15 18:48:57,Twitter Web App,1,0
16,@latinMOZ The South and East entrances are open. (SR-9 through the park),1272601877956268033,72,2020-06-15 18:48:26,Twitter Web App,1,0
17,@haley_schmidt08 The Scenic Drive will open momentarily when there is available parking (like 30-40 spots). It is m… https://t.co/iY9MfhaRvZ,1272601757370036225,140,2020-06-15 18:47:57,Twitter Web App,0,0
18,"Monday 6/15 at 6:14 AM - 
Parking is full on the Zion Canyon Scenic Drive. The Scenic Drive is closed until space b… https://t.co/3CEwTGsXKH",1272502955598442497,140,2020-06-15 12:15:21,Twitter for iPhone,21,4
19,Still planning a trip to Zion? Make sure to read this info on our website so you know what to expect: https://t.co/bdNribnJVs,1272339728130441218,125,2020-06-15 01:26:44,Twitter for iPhone,35,6
20,"@88Mrsloth At this time, there are no plans to resume shuttle service. We will update our website when we know more: https://t.co/FK13jV3Khc",1272333406320254977,140,2020-06-15 01:01:37,Twitter for iPhone,1,0
21,@smartsquidward Lodge guests will get a pass that *only* gets them parking at the Lodge.  They will have to abide b… https://t.co/STwLnutXWA,1272186484850716672,140,2020-06-14 15:17:48,Twitter Web App,0,0
22,"Sunday 6/14 at 6:10 AM - 
Parking is full on the Zion Canyon Scenic Drive. The Scenic Drive is closed until space b… https://t.co/8uU1deqAKy",1272140125108006919,140,2020-06-14 12:13:35,Twitter for iPhone,21,2
23,"Saturday 6/13 at 6:27 AM - 
Parking is full on the Zion Canyon Scenic Drive. The Scenic Drive is closed until space… https://t.co/VOcxRJVWym",1271796710923091970,140,2020-06-13 13:28:59,Twitter Web App,16,2
24,"Friday 6/12 at 6:10 AM - 
Parking is full on the Zion Canyon Scenic Drive. The Scenic Drive is closed until space b… https://t.co/j7ZVigLAOD",1271422287678304256,140,2020-06-12 12:41:09,Twitter for iPhone,27,4
25,"@trkc1999 Yes, parking is reserved for guests at the Lodge. Contact the Lodge for more info.",1271109777465020417,92,2020-06-11 15:59:21,Twitter Web App,0,0
26,@LoftyShannyn The park is open daylight hours.,1271109633151692800,46,2020-06-11 15:58:47,Twitter Web App,0,0
27,@whop17 The highway remains open. The Scenic Drive is a different road.,1271109581788213248,71,2020-06-11 15:58:35,Twitter Web App,0,0
28,@DavidCervera702 As soon as space is available. It is different every day.,1271109510413733888,74,2020-06-11 15:58:18,Twitter Web App,0,0
29,Thursday 6/11: Parking on the Zion Canyon Scenic Drive is full and the scenic drive is closed until parking becomes available.,1271075700124971008,126,2020-06-11 13:43:57,Twitter for iPhone,20,1
30,"Wednesday 6/10 at 6:40 AM - 
Parking is full on the Zion Canyon Scenic Drive. The Scenic Drive is closed until spac… https://t.co/gDNUPKzEfN",1270697239673860096,140,2020-06-10 12:40:05,Twitter for iPhone,31,4
31,@kalvarado1122 Only if space is available. There is no place to wait and no schedule to count on. We recommend havi… https://t.co/ci1vZQs1YI,1270500877292367872,140,2020-06-09 23:39:48,Twitter Web App,0,0
32,@dhitterman Parking must be in parking lots. Please be prepared with a backup plan.,1270500757041631232,83,2020-06-09 23:39:19,Twitter Web App,0,0
33,@lanztweetie Yes.,1270500580205580289,17,2020-06-09 23:38:37,Twitter Web App,0,0
34,@kayladumas_ Only if space is available. There is no place to wait and no schedule to count on. We recommend having… https://t.co/9AC6qn0buM,1270500541924208641,140,2020-06-09 23:38:28,Twitter Web App,0,0
35,@MMNXII The Visitor Center parking lot rarely fills under these conditions. This means that you could always hike t… https://t.co/567oQ99dNd,1270500322687909888,140,2020-06-09 23:37:36,Twitter Web App,0,0
36,"Tuesday  6/9 at 6:40 AM - 
Parking is full on the Zion Canyon Scenic Drive. The Scenic Drive is closed until space… https://t.co/rfHXE6d9Zr",1270336630465851392,139,2020-06-09 12:47:09,Twitter for iPhone,50,16
37,Monday 6/8 at 6:23 am: Parking on Zion Canyon Scenic Drive is full. The scenic drive is closed until parking becomes available.,1269968600284061696,127,2020-06-08 12:24:43,Twitter for iPhone,31,3
38,@KimberlyAlexis The highway should remain open.,1269677212468310016,47,2020-06-07 17:06:51,Twitter Web App,0,0
39,@jose60163106 The Scenic Drive will be open only if space is available. 6pm is last entry.,1269677119308619776,90,2020-06-07 17:06:29,Twitter Web App,1,0
40,@agzo79 Guests at the Lodge have parking permits and will be allowed to use the reserved parking at the Lodge.,1269676471905161217,110,2020-06-07 17:03:55,Twitter Web App,0,0
41,@Lavender5Jilly The park is open daylight hours (sunrise to sunset). https://t.co/FK13jV3Khc,1269676286089166848,92,2020-06-07 17:03:10,Twitter Web App,0,0
42,@kneecoco_ Drive up the Canyon until you get stopped by traffic or a gate.,1269676048741879808,74,2020-06-07 17:02:14,Twitter Web App,0,0
43,@felixhansen RVs of 23 feet or less are allowed on the Scenic Drive but there are not many areas to park. You may n… https://t.co/OswodfEPh0,1269675877370982402,140,2020-06-07 17:01:33,Twitter Web App,0,0
44,@95zPYnIZ8VpztGt Earlier the better. Many people are arriving by 5am. There are no guarantees.,1269675494380720129,94,2020-06-07 17:00:01,Twitter Web App,1,0
45,@3dustyrhodes34 The highway through the park should remain open. The Zion Canyon Scenic Drive is a different road.,1269675282912296962,114,2020-06-07 16:59:11,Twitter Web App,0,0
46,@shaddowkun https://t.co/FK13jV3Khc,1269675096043470848,35,2020-06-07 16:58:26,Twitter Web App,0,0
47,"@GallapagosRecru 6am, but people are arriving much earlier.",1269675062711300096,59,2020-06-07 16:58:19,Twitter Web App,0,0
48,@Jcyganiak There are no plans to open either at this time. Updates will be posted here: https://t.co/FK13jV3Khc,1269674955639156737,111,2020-06-07 16:57:53,Twitter Web App,0,0
49,@shaddowkun https://t.co/FK13jV3Khc,1269674587119185922,35,2020-06-07 16:56:25,Twitter Web App,0,0
50,Sunday 6/7 at 6:06am: Parking is full in the Zion Canyon Scenic Drive. The scenic drive is closed until parking becomes available.,1269604549448175618,130,2020-06-07 12:18:07,Twitter for iPhone,34,5
51,"Saturday 6/6 at 6:15 AM - 
Parking is full on the Zion Canyon Scenic Drive. The Scenic Drive is closed until space… https://t.co/jv6IiDIvLI",1269252365216968707,139,2020-06-06 12:58:40,Twitter Web App,30,3
52,"@forevergreenCA We don't have plans to resume shuttle operations at this time.

Updates will be posted on our websi… https://t.co/hrbj7P4tj0",1268912280722239488,140,2020-06-05 14:27:17,Twitter Web App,1,0
53,"@jkutless Not at this time.  Any updates will be posted on our website:

https://t.co/FK13jV3Khc",1268912034076217346,96,2020-06-05 14:26:18,Twitter Web App,0,0
54,@PrettyRoxyChick Visitors near the front of the line have been arriving at or around 4 am....,1268911774352343040,93,2020-06-05 14:25:16,Twitter Web App,0,0
55,"Friday 6/5 at 6:36 AM - 
Parking is full on the Zion Canyon Scenic Drive. The Scenic Drive is closed until space be… https://t.co/zJtckleWlA",1268911434953404418,140,2020-06-05 14:23:55,Twitter Web App,24,4
56,"Thursday 6/4 at 6:53 AM - 
Parking is full on the Zion Canyon Scenic Drive. The Scenic Drive is closed until space… https://t.co/VQOYMlJT2J",1268527365035978753,139,2020-06-04 12:57:46,Twitter Web App,16,3
